mode,selector_type,selector,n_folds,mean_return_pct,median_return_pct,min_return_pct,std_return_pct,positive_folds,total_trades,mean_trades,mean_precision,mean_recall,mean_auc,mean_drawdown,worst_drawdown,mean_sharpe_bt,sharpe_fold,psr_gt_0,dsr,auc_pass_rate,robust_score_psr_dsr
threshold_regime_confidence_filtered_auc_gated,threshold,0.6500000000000001,9.0,-0.6132700405001287,0.0,-9.92727184372004,3.6124855399191973,0.3333333333333333,33.0,3.6666666666666665,0.28457188516071463,0.02840280353224676,0.5200495243287728,-3.7335882555177995,-11.566470599101564,,-0.1697640125401986,0.2716126767588254,1.1397220546779377e-20,0.5555555555555556,-2.7883173662256207
threshold_regime_confidence_filtered_auc_gated,threshold,0.7000000000000002,9.0,-0.5019260185779115,0.0,-12.132839575900016,4.5388545480039335,0.3333333333333333,19.0,2.111111111111111,0.22169363364331918,0.013818155742831253,0.5200495243287728,-2.4687528631338314,-12.45279418512415,,-0.11058429241770815,0.3586291867291488,7.093831937620512e-17,0.5555555555555556,-3.285924509428934
threshold_regime_confidence_filtered_auc_gated,threshold,0.7500000000000002,9.0,0.38487914849088056,0.0,-11.228676065419982,6.034441522354722,0.2222222222222222,13.0,1.4444444444444444,0.25170261836928504,0.006252252029106089,0.5200495243287728,-2.665866956532749,-11.50188236624501,,0.06378040901798242,0.571853360942445,1.2822689883015044e-11,0.5555555555555556,-2.342749082084993
threshold_regime_confidence_filtered_auc_gated,threshold,0.8000000000000003,9.0,-0.9364588405067441,0.0,-10.60074317651995,4.170161437320366,0.1111111111111111,4.0,0.4444444444444444,0.1111111111111111,0.0013751375137513752,0.5200495243287728,-2.090307935669872,-11.48628270351012,,-0.2245617716681222,0.23000488719641382,2.0295102124617633e-18,0.5555555555555556,-3.946952997351773
threshold_regime_filtered,threshold,0.5,9.0,-6.12998979045111,-5.05604122874098,-22.26917088271855,9.82856164359257,0.3333333333333333,137.0,15.222222222222221,0.3751804919564393,0.15754918970830786,0.5200495243287728,-13.383615720672825,-25.450673509933697,,-0.6236914426280645,0.026954338820862248,3.1617039222728644e-21,0.5555555555555556,-15.961868192090988
threshold_regime_filtered,threshold,0.55,9.0,-8.544615881950413,-9.337761184139538,-19.907489495418123,8.75299886575572,0.2222222222222222,99.0,11.0,0.3447749376721291,0.11902829667595638,0.5200495243287728,-12.870544287580264,-23.433213741728785,,-0.9761929611780756,0.005214947182198465,3.0099953376825414e-19,0.5555555555555556,-19.9237442255048
threshold_regime_filtered,threshold,0.6000000000000001,9.0,-5.053472824379982,-3.8562560779788897,-12.529252280279376,5.275086478833186,0.2222222222222222,79.0,8.777777777777779,0.3186159135906014,0.09357671728429183,0.5200495243287728,-9.402349652494886,-17.83496882707345,,-0.9579886215434662,0.0035492200506846375,1.3632860638501619e-21,0.5555555555555556,-10.981142668601754
threshold_regime_filtered,threshold,0.6500000000000001,9.0,-2.880061333557766,-0.5428621532595344,-9.985119661979775,4.922534986439673,0.3333333333333333,61.0,6.777777777777778,0.3891281833446281,0.07154899486201888,0.5200495243287728,-7.309671887069955,-15.445112319199684,,-0.5850768641546683,0.022796226448344885,6.337063583961005e-25,0.5555555555555556,-6.166146952729037
threshold_regime_filtered,threshold,0.7000000000000002,9.0,-2.156254697226719,0.0,-12.132839575900016,5.351479995829599,0.3333333333333333,45.0,5.0,0.343364493078693,0.05280909420542876,0.5200495243287728,-5.803210284060859,-13.027465237392411,,-0.40292679761618944,0.08378049758613365,2.600413125143126e-22,0.5555555555555556,-5.693106928320189
threshold_regime_filtered,threshold,0.7500000000000002,9.0,-1.041512969891083,0.0,-11.228676065419982,6.83744446972416,0.2222222222222222,37.0,4.111111111111111,0.3188608351265395,0.04037014626853138,0.5200495243287728,-5.338034095977807,-13.88028801051201,,-0.15232488899951535,0.34095108804707813,2.5624943897944274e-12,0.5555555555555556,-4.43169648313083
